order_id,date,time,order_type,branch_code,order_items,order_price,customer_lat,customer_lon,customerHasloyalty?,distance_to_customer_KM,delivery_fee
ORDK01392,2018-12-31,20:00:00,Dinner,BK,"[('Salmon', 5), ('Fish&Chips', 8), ('Shrimp', 6), ('Pasta', 5)]",946.5,-37.8053578,144.9995589,0,4.8,11.9306233
ORDY01566,2018-02-16,09:31:16,Breakfast,TP,"[('Eggs', 10), ('Coffee', 4), ('Cereal', 10)]",460.0,-37.8073688,144.9559065,0,9.25,11.7204774
ORDC02313,2018-06-22,13:44:47,Lunch,NS,"[('Steak', 10), ('Fries', 1), ('Chicken', 5)]",622.0,-37.8104027,145.0157681,0,10.877,7.9895444
ORDX01110,2018-09-27,16:57:27,Dinner,BK,"[('Salmon', 5), ('Pasta', 2), ('Shrimp', 1)]",314.0,-37.80567,144.9449191,0,9.109,15.9807266
ORDK05662,2018-12-04,19:09:17,Dinner,BK,"[('Fish&Chips', 10), ('Pasta', 7)]",542.5,-37.8244094,144.9693686,0,8.129,14.4770976
ORDA02965,2018-03-19,10:32:06,Breakfast,BK,"[('Coffee', 1), ('Pancake', 9), ('Eggs', 10)]",445.75,-37.8117823,144.957656,0,8.292,13.1208908
ORDB08124,2018-02-10,09:21:07,Breakfast,TP,"[('Cereal', 2), ('Pancake', 6)]",187.5,-37.8077569,144.9659547,0,8.998,12.9232447
ORDZ09529,2018-08-04,15:05:54,Lunch,NS,"[('Fries', 3), ('Burger', 7)]",253.0,-37.8035236,144.9498862,0,8.333,15.7529694
ORDB03638,2018-08-29,15:56:37,Lunch,TP,"[('Burger', 9), ('Fries', 1), ('Chicken', 6), ('Steak', 8), ('Salad', 2)]",877.4,-37.8173553,144.946046,0,9.354,12.7571966
ORDI03911,2018-09-21,16:37:10,Dinner,NS,"[('Pasta', 4), ('Shrimp', 1), ('Fish&Chips', 6), ('Salmon', 6)]",620.0,-37.8090417,144.9295415,0,9.886,16.3099498
ORDA08400,2018-09-10,16:16:54,Dinner,BK,"[('Shrimp', 5), ('Salmon', 9), ('Pasta', 8), ('Fish&Chips', 6)]",1069.0,-37.7994664,144.9892871,0,6.131,13.2764158
ORDC07937,2018-03-11,10:11:49,Breakfast,NS,"[('Eggs', 9), ('Cereal', 1)]",219.0,-37.8245806,145.0005455,0,10.664,17.501225
ORDB06206,2018-04-02,11:02:32,Breakfast,TP,"[('Cereal', 1), ('Pancake', 10), ('Coffee', 1)]",271.0,-37.8134857,144.9585706,0,8.501,11.2359515
ORDC06280,2018-05-21,12:33:48,Lunch,NS,"[('Burger', 2), ('Fries', 6)]",134.0,-37.8154782,144.95394,0,8.785,14.3730431
ORDK00288,2018-05-06,12:03:22,Lunch,BK,"[('Chicken', 7), ('Burger', 5), ('Salad', 3)]",430.6,-37.8019359,144.9708643,0,7.442,15.7764929
ORDA06099,2018-07-19,14:35:29,Lunch,BK,"[('Steak', 7), ('Burger', 10), ('Salad', 5), ('Fries', 10)]",831.0,-37.8057241,144.9772011,0,6.446,12.354046
ORDA09307,2018-09-30,16:57:27,Dinner,BK,"[('Fish&Chips', 3), ('Shrimp', 2), ('Pasta', 3), ('Salmon', 6)]",541.5,-37.8244377,144.9904315,0,6.662,15.9452391
ORDB10229,2018-07-28,14:55:46,Lunch,TP,"[('Salad', 10), ('Steak', 7)]",487.0,-37.8023736,144.9594242,0,9.455,14.5584554
ORDK09013,2018-08-03,15:05:54,Lunch,BK,"[('Salad', 5), ('Burger', 1), ('Chicken', 3), ('Fries', 1), ('Steak', 10)]",675.0,-37.8144877,144.9880973,0,5.565,11.5336612
ORDC09560,2018-01-02,08:00:00,Breakfast,NS,"[('Cereal', 4), ('Coffee', 4), ('Pancake', 6), ('Eggs', 2)]",303.5,-37.8141226,144.9444126,1,9.302,7.3393166
ORDX05308,2018-09-13,16:27:02,Dinner,BK,"[('Shrimp', 5), ('Fish&Chips', 3), ('Pasta', 1), ('Salmon', 1)]",443.5,-37.8078058,144.9422467,0,9.568,8.16528225
ORDA05791,2018-04-11,11:12:40,Breakfast,BK,"[('Cereal', 7), ('Coffee', 9)]",214.5,-37.8139487,144.949348,0,10.177,14.7694531
ORDC00715,2018-06-21,13:34:38,Lunch,NS,"[('Salad', 2), ('Chicken', 5), ('Burger', 3), ('Steak', 9)]",692.4,-37.8068133,144.9490541,0,8.605,14.3862493
ORDK09154,2018-07-27,14:45:38,Lunch,BK,"[('Burger', 5), ('Salad', 4)]",223.8,-37.8110617,144.9888658,0,5.228,11.0147721
ORDA03950,2018-10-24,17:48:10,Dinner,BK,"[('Fish&Chips', 2), ('Salmon', 3), ('Shrimp', 3)]",355.0,-37.8133599,144.9375612,0,9.945,17.0022514
ORDY04667,2018-03-24,10:42:15,Breakfast,TP,"[('Cereal', 9), ('Eggs', 6), ('Pancake', 6)]",466.5,-37.8181572,144.925859,0,11.115,15.1285567
ORDY10580,2018-09-04,16:06:45,Dinner,TP,"[('Fish&Chips', 4), ('Salmon', 5)]",345.0,-37.799758,144.9491694,0,10.321,14.0592308
ORDZ11013,2018-04-22,11:32:57,Breakfast,NS,"[('Pancake', 7), ('Coffee', 9), ('Eggs', 6)]",369.25,-37.8203539,144.9699435,0,8.697,15.3832041
ORDK08846,2018-04-14,11:22:49,Breakfast,BK,"[('Eggs', 9), ('Pancake', 8), ('Cereal', 7), ('Coffee', 2)]",554.0,-37.817924,144.9933848,0,5.369,13.0704856
ORDA03798,2018-11-16,18:38:52,Dinner,BK,"[('Fish&Chips', 10), ('Salmon', 1), ('Shrimp', 8)]",823.0,-37.8189555,144.9618262,0,8.113,15.1520364
ORDY02037,2018-05-07,12:13:31,Lunch,TP,"[('Fries', 8), ('Burger', 3), ('Chicken', 3)]",285.0,-37.8190391,144.9467214,0,9.158,12.2810226
ORDA04824,2018-05-25,12:43:56,Lunch,BK,"[('Burger', 3), ('Steak', 6), ('Salad', 8), ('Fries', 3), ('Chicken', 3)]",632.6,-37.8238926,144.9490621,0,9.402,15.2939195
ORDX09127,2018-09-08,16:16:54,Dinner,BK,"[('Pasta', 2), ('Salmon', 1), ('Fish&Chips', 7), ('Shrimp', 4)]",557.0,-37.8228089,144.9554073,0,8.7,17.0635603
ORDA04819,2018-02-28,09:51:32,Breakfast,BK,"[('Eggs', 1), ('Cereal', 5), ('Coffee', 1), ('Pancake', 6)]",280.0,-37.806442,144.9322349,0,10.375,15.5828786
ORDB06329,2018-07-25,14:45:38,Lunch,TP,"[('Fries', 8), ('Steak', 9), ('Burger', 7), ('Chicken', 5)]",878.0,-37.8222038,144.975708,0,8.232,11.8245013
ORDY06739,2018-05-18,12:33:48,Lunch,TP,"[('Chicken', 9), ('Fries', 6), ('Steak', 1)]",405.0,-37.8029722,144.9579912,0,9.369,12.9362249
ORDZ07967,2018-07-01,13:54:55,Lunch,NS,"[('Steak', 8), ('Chicken', 7), ('Burger', 5), ('Fries', 5)]",799.0,-37.8106585,144.959837,0,7.784,15.7979738
ORDY05335,2018-07-02,14:05:04,Lunch,TP,"[('Steak', 10), ('Fries', 8), ('Salad', 7)]",666.4,-37.8078704,144.9410653,0,10.606,13.6078739
ORDI00462,2018-01-15,08:20:16,Breakfast,NS,"[('Pancake', 6), ('Cereal', 1), ('Eggs', 4), ('Coffee', 7)]",307.0,-37.8240695,144.9852628,1,9.357,7.3413067
ORDX05967,2018-11-17,18:38:52,Dinner,BK,"[('Fish&Chips', 6), ('Shrimp', 8), ('Salmon', 2), ('Pasta', 4)]",834.0,-37.8179083,144.9317522,0,10.588,20.1177774
ORDX02207,2018-10-28,17:58:18,Dinner,BK,"[('Fish&Chips', 8), ('Pasta', 6), ('Shrimp', 1), ('Salmon', 10)]",909.0,-37.809416,144.9487494,0,8.893,28.45708335
ORDA08730,2018-10-31,17:58:18,Dinner,BK,"[('Shrimp', 1), ('Salmon', 10)]",464.0,-37.8199777,144.9925688,0,5.737,12.2858414
ORDA00072,2018-12-18,19:39:43,Dinner,BK,"[('Pasta', 3), ('Fish&Chips', 7), ('Shrimp', 1)]",381.5,-37.8008617,144.9608163,0,8.196,14.8564535
ORDA08779,2018-05-08,12:13:31,Lunch,BK,"[('Chicken', 5), ('Salad', 7), ('Steak', 1), ('Burger', 9)]",604.4,-37.8010769,144.9697417,0,7.5,13.4906401
ORDI09973,2018-06-22,13:34:38,Lunch,NS,"[('Fries', 1), ('Burger', 5), ('Salad', 5), ('Chicken', 10)]",573.0,-37.8097225,144.9903011,0,8.576,21.354869100000002
ORDB06299,2018-01-03,08:00:00,Breakfast,TP,"[('Pancake', 9), ('Eggs', 1)]",240.25,-37.7992337,145.0134219,1,13.376,7.569963
ORDI00147,2018-11-05,18:08:27,Dinner,NS,"[('Salmon', 10), ('Shrimp', 8), ('Pasta', 6)]",1007.0,-37.8194259,144.9819366,0,8.903,14.991208
ORDC00184,2018-05-18,12:33:48,Lunch,NS,"[('Steak', 10), ('Fries', 6), ('Burger', 9), ('Salad', 6)]",904.2,-37.8016349,144.9825883,0,7.265,12.818232
ORDB00974,2018-03-03,10:01:41,Breakfast,TP,"[('Coffee', 2), ('Eggs', 9)]",213.0,-37.8238216,144.9902251,0,9.49,13.3700442
ORDC08958,2018-11-06,18:18:35,Dinner,NS,"[('Salmon', 9), ('Shrimp', 5), ('Fish&Chips', 1), ('Pasta', 4)]",784.0,-37.8069813,144.9599282,0,7.624,13.8070768
ORDX10693,2018-04-21,11:32:57,Breakfast,BK,"[('Cereal', 9), ('Pancake', 7), ('Coffee', 2), ('Eggs', 7)]",527.75,-37.8188198,144.9533123,0,8.8,15.6543014
ORDX00143,2018-04-10,11:12:40,Breakfast,BK,"[('Eggs', 10), ('Pancake', 10), ('Cereal', 2), ('Coffee', 3)]",527.0,-37.7990528,144.9727542,0,7.537,6.03708535
ORDY00570,2018-01-11,08:20:16,Breakfast,TP,"[('Coffee', 1), ('Cereal', 4)]",91.5,-37.8152352,144.9635467,1,7.9,5.1140144
ORDC09575,2018-03-17,10:21:58,Breakfast,NS,"[('Coffee', 6), ('Eggs', 5), ('Cereal', 3)]",218.0,-37.8075276,144.97136,0,6.959,14.3128458
ORDC09124,2018-10-28,17:58:18,Dinner,NS,"[('Shrimp', 9), ('Salmon', 9)]",855.0,-37.8211496,144.9918618,0,9.653,17.9586864
ORDX07867,2018-05-19,12:33:48,Lunch,BK,"[('Burger', 6), ('Salad', 4)]",254.8,-37.8026086,144.957187,0,8.275,16.4863973
ORDI06341,2018-07-26,14:45:38,Lunch,NS,"[('Fries', 5), ('Steak', 9), ('Salad', 6)]",568.2,-37.8166206,144.9650588,0,8.312,13.980362
ORDJ06089,2018-05-26,12:43:56,Lunch,TP,"[('Burger', 10), ('Chicken', 1), ('Steak', 3)]",477.0,-37.8033282,144.994517,0,11.163,15.9956141
ORDC08067,2018-08-08,15:16:03,Lunch,NS,"[('Burger', 9), ('Fries', 4), ('Salad', 2), ('Steak', 5)]",586.4,-37.8129752,144.9856429,0,8.555,14.1661698
ORDJ10824,2018-09-20,16:37:10,Dinner,TP,"[('Pasta', 3), ('Shrimp', 10), ('Fish&Chips', 10), ('Salmon', 4)]",1136.5,-37.8249379,144.928529,0,16.625,19.5334663
ORDK02604,2018-03-04,10:01:41,Breakfast,BK,"[('Coffee', 3), ('Cereal', 4), ('Pancake', 7)]",276.25,-37.814791,144.9342856,0,10.317,18.3504249
ORDB05722,2018-05-11,12:13:31,Lunch,TP,"[('Salad', 4), ('Chicken', 4)]",196.8,-37.800604,144.9655153,0,9.774,13.0273962
ORDA09530,2018-08-14,15:26:11,Lunch,BK,"[('Burger', 7), ('Fries', 1), ('Chicken', 2), ('Steak', 7)]",608.0,-37.8128747,144.9724734,0,6.962,12.6646756
ORDB09029,2018-03-05,10:01:41,Breakfast,TP,"[('Cereal', 10), ('Coffee', 9), ('Eggs', 3), ('Pancake', 5)]",464.75,-37.8099942,144.9761225,0,9.244,11.5240906
ORDJ01421,2018-08-26,15:46:28,Lunch,TP,"[('Steak', 2), ('Fries', 8), ('Salad', 6), ('Chicken', 2)]",353.2,-37.8049427,144.9758403,0,9.627,14.2001778
ORDC02078,2018-10-22,17:48:10,Dinner,NS,"[('Shrimp', 10), ('Fish&Chips', 7), ('Pasta', 8)]",1005.0,-37.7934235,144.9472292,0,9.147,14.8375218
ORDC09746,2018-07-15,14:25:21,Lunch,NS,"[('Steak', 10), ('Fries', 7), ('Chicken', 9)]",822.0,-37.8172963,144.9879749,0,9.092,16.2738333
ORDC00554,2018-09-17,16:37:10,Dinner,NS,"[('Shrimp', 4), ('Pasta', 3), ('Fish&Chips', 3)]",403.5,-37.8093139,145.0194308,0,10.97,16.8572045
ORDI04229,2018-07-14,14:25:21,Lunch,NS,"[('Fries', 9), ('Salad', 10)]",280.0,-37.8191691,145.005214,0,10.587,18.3980269
ORDA07590,2018-08-21,15:36:20,Lunch,BK,"[('Chicken', 10), ('Salad', 2), ('Burger', 6), ('Steak', 5), ('Fries', 7)]",849.4,-37.8156311,144.9800375,0,6.349,17.579186999999997
ORDB02735,2018-08-10,15:16:03,Lunch,TP,"[('Burger', 9), ('Steak', 9), ('Fries', 9), ('Chicken', 7), ('Salad', 10)]",1188.0,-37.7995101,144.9631204,0,9.858,12.9350702
ORDX03420,2018-05-21,12:33:48,Lunch,BK,"[('Chicken', 10), ('Fries', 8), ('Steak', 6)]",686.0,-37.8054736,144.95798,0,7.927,14.4210166
ORDX09802,2018-07-15,14:25:21,Lunch,BK,"[('Steak', 6), ('Burger', 8), ('Salad', 3), ('Fries', 3), ('Chicken', 5)]",765.6,-37.8001459,144.9625522,0,8.124,16.9324021
ORDX02615,2018-06-22,13:44:47,Lunch,BK,"[('Chicken', 3), ('Fries', 8), ('Salad', 7)]",312.4,-37.8008493,144.9700932,0,7.448,13.6432183
ORDY07084,2018-12-01,18:59:09,Dinner,TP,"[('Pasta', 9), ('Fish&Chips', 3), ('Salmon', 2)]",434.5,-37.8095278,144.972628,0,9.11,15.2640171
ORDB00911,2018-09-16,16:37:10,Dinner,TP,"[('Fish&Chips', 10), ('Shrimp', 3), ('Salmon', 5)]",717.0,-37.8163262,144.9640475,0,7.767,14.1035838
ORDK10119,2018-08-20,15:36:20,Lunch,BK,"[('Burger', 7), ('Steak', 8)]",577.0,-37.8125122,144.974308,0,6.75,13.1491045
ORDB10722,2018-06-06,13:04:13,Lunch,TP,"[('Steak', 8), ('Fries', 2), ('Burger', 2), ('Salad', 9), ('Chicken', 10)]",920.8,-37.8156809,144.9352941,0,10.601,7.0655828
ORDC07939,2018-11-27,18:59:09,Dinner,NS,"[('Shrimp', 5), ('Fish&Chips', 8), ('Pasta', 3)]",632.5,-37.8169773,144.9768829,0,8.36,14.0095525
ORDY08476,2018-12-14,19:29:34,Dinner,TP,"[('Pasta', 6), ('Shrimp', 10), ('Fish&Chips', 4), ('Salmon', 7)]",1132.0,-37.8131388,144.9585845,0,8.555,18.67431915
ORDZ01012,2018-07-05,14:05:04,Lunch,NS,"[('Chicken', 8), ('Steak', 4), ('Salad', 1)]",453.2,-37.8089465,144.9672655,0,7.298,13.0099178
ORDB03031,2018-08-09,15:16:03,Lunch,TP,"[('Burger', 2), ('Salad', 3), ('Chicken', 4), ('Steak', 1)]",286.6,-37.8156022,144.9880167,0,9.686,12.6946887
ORDZ00821,2018-07-18,14:35:29,Lunch,NS,"[('Salad', 2), ('Steak', 1), ('Burger', 10), ('Chicken', 3), ('Fries', 2)]",509.4,-37.8112053,144.940065,0,9.623,23.378566199999998
ORDI10198,2018-09-26,16:47:19,Dinner,NS,"[('Pasta', 10), ('Shrimp', 3), ('Salmon', 9)]",806.0,-37.8057941,144.9557662,0,7.959,14.308158
ORDY02988,2018-02-11,09:21:07,Breakfast,TP,"[('Coffee', 10), ('Pancake', 8)]",269.0,-37.8120609,144.9704131,0,8.656,18.712734
ORDK03253,2018-03-06,10:01:41,Breakfast,BK,"[('Pancake', 4), ('Coffee', 5)]",134.5,-37.8098862,144.9763827,0,6.536,11.3471488
ORDJ07029,2018-01-23,08:40:33,Breakfast,TP,"[('Coffee', 7), ('Cereal', 7)]",199.5,-37.8191382,144.9541652,0,8.402,10.9434706
ORDA00641,2018-01-27,08:50:42,Breakfast,BK,"[('Pancake', 5), ('Eggs', 2)]",165.25,-37.8163449,144.9596659,0,8.135,7.99969165
ORDC09900,2018-12-02,19:09:17,Dinner,NS,"[('Fish&Chips', 8), ('Salmon', 8)]",608.0,-37.8153922,144.9665197,0,8.069,16.0951973
ORDY10884,2018-06-13,13:24:30,Lunch,TP,"[('Salad', 4), ('Fries', 8), ('Steak', 4), ('Burger', 7)]",561.8,-37.7998964,144.9289558,0,11.787,7.06051785
ORDI06793,2018-04-15,11:22:49,Breakfast,NS,"[('Coffee', 1), ('Eggs', 8), ('Pancake', 9)]",401.75,-37.8135406,145.0103946,0,10.71,17.6668291
ORDA01700,2018-10-11,17:27:53,Dinner,BK,"[('Salmon', 5), ('Fish&Chips', 10), ('Pasta', 4)]",665.0,-37.8238387,144.9835918,0,6.777,20.66917755
ORDI05166,2018-05-04,12:03:22,Lunch,NS,"[('Chicken', 10), ('Steak', 8), ('Salad', 9), ('Burger', 7), ('Fries', 4)]",1099.8,-37.8077698,144.9487192,0,8.725,14.6909622
ORDX05491,2018-08-11,15:16:03,Lunch,BK,"[('Fries', 4), ('Burger', 9), ('Steak', 9), ('Chicken', 1), ('Salad', 2)]",798.4,-37.807576,144.9398721,0,10.03,18.1846378
ORDC09998,2018-01-05,08:00:00,Breakfast,NS,"[('Cereal', 7), ('Coffee', 2)]",162.0,-37.8123899,144.9369329,1,10.134,7.8070723
ORDZ00741,2018-06-21,13:34:38,Lunch,NS,"[('Burger', 2), ('Salad', 8), ('Fries', 2), ('Chicken', 5), ('Steak', 10)]",833.6,-37.82144,144.9538043,0,9.535,15.3575323
ORDJ10339,2018-12-26,19:49:51,Dinner,TP,"[('Salmon', 6), ('Shrimp', 4), ('Pasta', 2)]",517.0,-37.8032365,144.9634257,0,9.391,13.57824
ORDI08584,2018-07-05,14:05:04,Lunch,NS,"[('Salad', 9), ('Burger', 3), ('Fries', 1)]",259.8,-37.8046728,144.9365014,0,9.762,14.9216201
ORDZ09751,2018-12-06,19:09:17,Dinner,NS,"[('Pasta', 6), ('Shrimp', 10), ('Fish&Chips', 7), ('Salmon', 9)]",1319.0,-37.8177067,144.959264,0,8.726,14.2528648
ORDI08781,2018-02-24,09:41:24,Breakfast,NS,"[('Eggs', 7), ('Coffee', 6)]",199.0,-37.8239976,144.9426074,0,10.673,18.2018398
ORDI04949,2018-01-18,08:30:25,Breakfast,NS,"[('Eggs', 10), ('Coffee', 4), ('Cereal', 2)]",292.0,-37.805928,144.9320632,1,10.201,7.33473
ORDK09079,2018-11-30,18:59:09,Dinner,BK,"[('Pasta', 9), ('Salmon', 3), ('Fish&Chips', 2)]",440.5,-37.8020363,145.0041224,0,5.355,11.9608431
ORDK09568,2018-11-27,18:59:09,Dinner,BK,"[('Pasta', 10), ('Salmon', 6), ('Shrimp', 6)]",845.0,-37.8186997,145.0052457,0,4.386,10.331808
ORDA01362,2018-05-03,12:03:22,Lunch,BK,"[('Salad', 1), ('Steak', 3), ('Fries', 9)]",260.2,-37.80422,145.0024501,0,5.105,5.3106881
ORDK01699,2018-10-01,17:07:36,Dinner,BK,"[('Salmon', 10), ('Pasta', 6), ('Shrimp', 3), ('Fish&Chips', 4)]",877.0,-37.8040237,144.9334558,0,10.19,16.9677701
ORDZ09113,2018-12-09,19:19:26,Dinner,NS,"[('Shrimp', 5), ('Salmon', 6)]",516.0,-37.813073,144.963276,0,7.91,15.7700841
ORDJ09788,2018-07-20,14:35:29,Lunch,TP,"[('Chicken', 1), ('Steak', 2), ('Salad', 10), ('Burger', 7)]",511.0,-37.8223305,144.9469952,0,8.91,11.7318762
ORDC00485,2018-03-02,10:01:41,Breakfast,NS,"[('Coffee', 9), ('Pancake', 3), ('Cereal', 7)]",287.25,-37.8196042,144.9902635,0,9.5,7.48992005
ORDI04865,2018-09-02,16:06:45,Dinner,NS,"[('Fish&Chips', 3), ('Pasta', 6), ('Salmon', 9), ('Shrimp', 7)]",1017.0,-37.8116665,144.971594,0,7.485,15.5437153
ORDX08043,2018-12-04,19:09:17,Dinner,BK,"[('Salmon', 9), ('Fish&Chips', 9), ('Pasta', 4)]",794.0,-37.815717,144.9683262,0,7.356,14.0332069
ORDX03605,2018-07-03,14:05:04,Lunch,BK,"[('Burger', 2), ('Chicken', 6), ('Steak', 3)]",389.0,-37.8096043,144.9636805,0,7.398,13.129423
ORDB04276,2018-12-22,19:49:51,Dinner,TP,"[('Pasta', 4), ('Fish&Chips', 2)]",180.0,-37.7988986,144.9943182,0,11.561,16.9024981
ORDA05792,2018-11-16,18:28:43,Dinner,BK,"[('Fish&Chips', 4), ('Pasta', 6)]",305.0,-37.8119028,144.9780502,0,6.384,12.7852759
ORDK05553,2018-10-18,17:38:01,Dinner,BK,"[('Salmon', 7), ('Shrimp', 6)]",611.0,-37.803578,144.9539284,0,8.334,15.3582165
ORDX03008,2018-06-04,13:04:13,Lunch,BK,"[('Fries', 2), ('Burger', 5), ('Steak', 6), ('Chicken', 4)]",577.0,-37.8202483,144.970656,0,7.843,13.5552753
ORDK02731,2018-04-25,11:43:05,Breakfast,BK,"[('Eggs', 10), ('Cereal', 5)]",325.0,-37.8254666,144.9962188,0,5.826,10.7978124
ORDX06469,2018-01-31,08:50:42,Breakfast,BK,"[('Pancake', 2), ('Coffee', 10), ('Eggs', 9), ('Cereal', 3)]",384.5,-37.8011382,144.9830508,0,6.466,11.5634861
ORDX07611,2018-03-08,10:11:49,Breakfast,BK,"[('Coffee', 7), ('Pancake', 5), ('Cereal', 1), ('Eggs', 10)]",414.75,-37.8053285,144.9863077,0,5.82,10.1324176
ORDZ03286,2018-07-17,14:25:21,Lunch,NS,"[('Chicken', 6), ('Steak', 8)]",552.0,-37.8197772,144.9437517,0,9.859,15.6342803
ORDZ10864,2018-10-30,17:58:18,Dinner,NS,"[('Pasta', 1), ('Fish&Chips', 9), ('Salmon', 5)]",547.5,-37.819788,144.9809864,0,8.823,14.8996245
ORDX00375,2018-05-28,12:54:05,Lunch,BK,"[('Steak', 6), ('Salad', 6)]",373.2,-37.8197321,144.9467771,0,9.479,7.64670085
ORDI02926,2018-07-16,14:25:21,Lunch,NS,"[('Steak', 2), ('Salad', 8), ('Fries', 1)]",239.6,-37.8142023,144.9729142,0,7.824,6.75257515
ORDY01662,2018-05-28,12:54:05,Lunch,TP,"[('Fries', 3), ('Salad', 3)]",87.6,-37.8150674,144.9735379,0,8.398,11.814381
ORDZ04571,2018-02-28,09:51:32,Breakfast,NS,"[('Eggs', 5), ('Pancake', 5)]",231.25,-37.8031018,144.9291818,0,10.062,15.1589516
ORDK06582,2018-11-19,18:38:52,Dinner,BK,"[('Fish&Chips', 5), ('Shrimp', 7)]",553.0,-37.8139932,144.9361387,0,10.204,26.2882482
ORDC04794,2018-04-10,11:12:40,Breakfast,NS,"[('Coffee', 1), ('Eggs', 1)]",29.5,-37.8242079,144.9802924,0,9.17,13.7189095
ORDI06591,2018-09-08,16:16:54,Dinner,NS,"[('Fish&Chips', 6), ('Pasta', 8), ('Salmon', 8), ('Shrimp', 4)]",974.0,-37.8209791,144.9765768,0,8.7,16.8460087
ORDI02532,2018-07-04,14:05:04,Lunch,NS,"[('Fries', 7), ('Chicken', 7), ('Steak', 10)]",758.0,-37.8217037,145.0095335,0,11.222,17.1364228
ORDI02185,2018-04-05,11:02:32,Breakfast,NS,"[('Cereal', 7), ('Eggs', 2), ('Pancake', 9)]",409.25,-37.8189711,144.9519944,0,9.342,14.1690245
ORDC05172,2018-06-13,13:24:30,Lunch,NS,"[('Fries', 5), ('Burger', 5), ('Steak', 7)]",530.0,-37.8010772,144.9723101,0,6.287,11.8426338
ORDI03106,2018-06-15,13:24:30,Lunch,NS,"[('Steak', 8), ('Fries', 6), ('Salad', 4), ('Burger', 10)]",810.8,-37.8054396,144.9988492,0,8.982,14.5941988
ORDX02723,2018-12-30,20:00:00,Dinner,BK,"[('Pasta', 8), ('Fish&Chips', 3)]",325.0,-37.8162293,144.9373234,0,10.001,19.5330068
ORDK04935,2018-01-25,08:40:33,Breakfast,BK,"[('Cereal', 5), ('Coffee', 7)]",157.5,-37.8088541,144.9362498,0,10.137,14.8710936
ORDA10389,2018-12-23,19:49:51,Dinner,BK,"[('Shrimp', 4), ('Fish&Chips', 5), ('Pasta', 10)]",666.0,-37.818372,145.0015339,0,4.714,13.7369026
ORDJ07178,2018-01-24,08:40:33,Breakfast,TP,"[('Coffee', 6), ('Eggs', 3), ('Pancake', 10)]",353.5,-37.8180463,144.9669209,0,7.642,10.5912477
ORDB03819,2018-06-06,13:04:13,Lunch,TP,"[('Chicken', 1), ('Salad', 10), ('Fries', 1), ('Burger', 2)]",278.0,-37.817466,144.9617719,0,7.925,16.86401205
