order_id,date,time,order_type,branch_code,order_items,order_price,customer_lat,customer_lon,customerHasloyalty?,distance_to_customer_KM,delivery_fee
ORDI05626,2018-08-03,15:05:54,Lunch,NS,"[('Chicken', 5), ('Fries', 7), ('Steak', 7)]",559.0,-37.8194048,144.9716681,0,9.57,15.5333133
ORDJ01830,2018-01-01,08:00:00,Breakfast,TP,"[('Coffee', 4), ('Eggs', 1)]",52.0,-37.807921,144.9577424,1,9.067,5.6209403
ORDB08534,2018-09-23,16:47:19,Dinner,TP,"[('Pasta', 8), ('Fish&Chips', 10), ('Salmon', 9)]",939.0,-37.8090908,144.9487096,0,9.7,14.9084884
ORDI07261,2018-06-25,13:44:47,Lunch,NS,"[('Steak', 9), ('Fries', 10), ('Salad', 7)]",645.4,-37.8241756,144.9834833,0,9.437,14.6902075
ORDC03283,2018-08-17,15:36:20,Lunch,NS,"[('Salad', 2), ('Burger', 2)]",96.4,-37.8092805,144.9320471,0,9.743,15.0911484
ORDI09777,2018-08-23,15:46:28,Lunch,NS,"[('Fries', 7), ('Chicken', 1)]",116.0,-37.8179057,144.9706398,0,8.238,13.7568047
ORDZ01057,2018-03-05,10:01:41,Breakfast,NS,"[('Coffee', 3), ('Eggs', 2), ('Pancake', 1)]",90.75,-37.7992786,144.9367969,0,9.23,13.4101677
ORDA08830,2018-06-03,13:04:13,Lunch,BK,"[('Burger', 10), ('Steak', 10), ('Fries', 6)]",832.0,-37.825403,144.9569625,0,8.868,17.6764439
ORDI01286,2018-01-24,08:40:33,Breakfast,NS,"[('Eggs', 7), ('Cereal', 3)]",217.0,-37.7930768,144.9756132,0,7.221,12.0437766
ORDC05421,2018-03-22,10:32:06,Breakfast,NS,"[('Eggs', 9), ('Pancake', 1)]",222.25,-37.8178333,144.9621506,0,8.607,13.5418439
ORDA04482,2018-04-08,11:12:40,Breakfast,BK,"[('Coffee', 4), ('Cereal', 8), ('Pancake', 2)]",246.5,-37.8174572,144.967618,0,7.402,15.1637273
ORDB01178,2018-08-07,15:16:03,Lunch,TP,"[('Steak', 8), ('Burger', 3), ('Salad', 10), ('Fries', 3), ('Chicken', 5)]",821.0,-37.8098827,144.9433844,0,9.856,13.1060215
ORDJ10053,2018-12-16,19:29:34,Dinner,TP,"[('Pasta', 6), ('Fish&Chips', 5), ('Shrimp', 8)]",772.0,-37.8135091,144.9656542,0,8.205,14.6210505
ORDY00928,2018-10-04,17:07:36,Dinner,TP,"[('Salmon', 3), ('Pasta', 7), ('Shrimp', 8), ('Fish&Chips', 9)]",1062.5,-37.8086656,144.9421502,0,10.033,14.3924748
ORDA09171,2018-07-30,14:55:46,Lunch,BK,"[('Steak', 1), ('Fries', 10), ('Salad', 1), ('Burger', 1)]",213.2,-37.8096117,144.9723552,0,6.734,12.5307664
ORDK07985,2018-04-05,11:02:32,Breakfast,BK,"[('Eggs', 7), ('Coffee', 10), ('Cereal', 8)]",397.0,-37.8139953,144.9492407,0,9.971,15.0307745
ORDI09474,2018-02-03,09:00:50,Breakfast,NS,"[('Eggs', 9), ('Pancake', 10)]",440.5,-37.8230389,144.9912442,0,9.748,16.7486801
ORDC03966,2018-03-08,10:11:49,Breakfast,NS,"[('Eggs', 7), ('Coffee', 6), ('Cereal', 4)]",283.0,-37.8053285,144.9863077,0,7.884,12.8229434
ORDB03946,2018-06-06,13:04:13,Lunch,TP,"[('Steak', 6), ('Salad', 9), ('Burger', 9), ('Fries', 8), ('Chicken', 3)]",895.8,-37.8039646,145.0033097,0,11.861,14.3056875
ORDI01117,2018-05-01,11:53:14,Breakfast,NS,"[('Pancake', 10), ('Coffee', 5), ('Cereal', 1)]",301.0,-37.8211212,144.955198,0,9.422,14.5064299
ORDB10844,2018-01-27,08:50:42,Breakfast,TP,"[('Eggs', 10), ('Pancake', 9)]",438.25,-37.7992104,144.9594814,0,9.911,13.9219948
ORDJ03115,2018-08-20,15:36:20,Lunch,TP,"[('Fries', 10), ('Burger', 10), ('Salad', 8)]",567.6,-37.8130163,144.9739665,0,8.655,12.1081441
ORDY04315,2018-11-14,18:28:43,Dinner,TP,"[('Fish&Chips', 10), ('Salmon', 4), ('Pasta', 7), ('Shrimp', 7)]",1084.5,-37.8227359,144.9475476,0,8.884,13.2466698
ORDB02740,2018-06-01,12:54:05,Lunch,TP,"[('Salad', 3), ('Burger', 7), ('Steak', 6)]",538.6,-37.8043579,144.9706121,0,9.613,12.7263546
ORDI04215,2018-07-14,14:25:21,Lunch,NS,"[('Salad', 3), ('Fries', 2), ('Burger', 5)]",230.6,-37.8176326,145.0054969,0,10.556,18.4342028
ORDX08211,2018-04-15,11:22:49,Breakfast,BK,"[('Eggs', 7), ('Coffee', 5), ('Pancake', 5), ('Cereal', 1)]",333.75,-37.8167368,144.9851253,0,6.062,13.5399605
ORDJ02833,2018-05-25,12:43:56,Lunch,TP,"[('Burger', 5), ('Steak', 1), ('Salad', 7), ('Chicken', 3), ('Fries', 5)]",476.4,-37.8249498,144.9490132,0,8.697,12.1864636
ORDX08183,2018-12-20,19:39:43,Dinner,BK,"[('Salmon', 10), ('Pasta', 2), ('Shrimp', 7)]",843.0,-37.8097809,144.9481965,0,8.947,15.9098756
ORDI03855,2018-04-28,11:53:14,Breakfast,NS,"[('Eggs', 2), ('Coffee', 9), ('Cereal', 10)]",321.5,-37.8020987,144.959614,0,7.255,14.9101534
ORDI03548,2018-04-21,11:32:57,Breakfast,NS,"[('Eggs', 1), ('Pancake', 9)]",240.25,-37.8197069,144.9721401,0,8.916,15.8246155
ORDY06637,2018-03-07,10:01:41,Breakfast,TP,"[('Eggs', 5), ('Coffee', 2), ('Pancake', 4), ('Cereal', 9)]",411.0,-37.8056615,144.9773552,0,10.445,12.8910533
ORDZ03181,2018-03-21,10:32:06,Breakfast,NS,"[('Pancake', 5), ('Coffee', 2), ('Eggs', 2), ('Cereal', 7)]",327.25,-37.8168667,144.9613975,0,8.511,13.4668788
ORDZ05201,2018-04-04,11:02:32,Breakfast,NS,"[('Eggs', 5), ('Coffee', 7), ('Pancake', 8), ('Cereal', 10)]",566.5,-37.8157301,144.9791528,0,8.255,13.2761514
ORDI04015,2018-10-13,17:27:53,Dinner,NS,"[('Pasta', 9), ('Fish&Chips', 1)]",282.5,-37.820832,144.9562063,0,9.333,17.6702808
ORDJ10987,2018-08-13,15:26:11,Lunch,TP,"[('Fries', 7), ('Burger', 2), ('Salad', 6), ('Chicken', 8), ('Steak', 9)]",910.2,-37.8103404,144.9870615,0,9.991,13.3558208
ORDY10581,2018-10-20,17:38:01,Dinner,TP,"[('Shrimp', 8), ('Salmon', 6), ('Pasta', 9), ('Fish&Chips', 2)]",995.5,-37.8224711,144.9474014,0,8.864,14.5085164
ORDY05119,2018-04-04,11:02:32,Breakfast,TP,"[('Cereal', 8), ('Eggs', 8)]",344.0,-37.8238502,144.9836936,0,8.754,11.4076965
ORDJ04080,2018-03-20,10:32:06,Breakfast,TP,"[('Cereal', 5), ('Pancake', 9), ('Coffee', 6)]",368.25,-37.8105507,144.9559633,0,8.79,11.7784005
ORDA03746,2018-11-25,18:49:00,Dinner,BK,"[('Pasta', 10), ('Fish&Chips', 3)]",380.0,-37.8058861,144.9592407,0,7.793,17.1372143
ORDX01162,2018-09-22,16:47:19,Dinner,BK,"[('Pasta', 10), ('Shrimp', 1), ('Salmon', 8), ('Fish&Chips', 6)]",867.0,-37.8000639,144.9720473,0,7.524,16.7986064
ORDB07149,2018-06-12,13:24:30,Lunch,TP,"[('Salad', 2), ('Fries', 8)]",130.4,-37.8050607,144.9441007,0,10.149,13.1914895
ORDY01766,2018-07-14,14:25:21,Lunch,TP,"[('Burger', 6), ('Fries', 1), ('Salad', 3)]",249.6,-37.8174025,145.0044285,0,11.14,15.8493842
ORDZ09610,2018-07-15,14:25:21,Lunch,NS,"[('Fries', 8), ('Salad', 6), ('Burger', 4), ('Steak', 1), ('Chicken', 10)]",688.2,-37.7997643,144.935714,0,7.437,14.7845475
ORDI08749,2018-04-11,11:12:40,Breakfast,NS,"[('Pancake', 10), ('Cereal', 5), ('Eggs', 1)]",369.5,-37.799204,144.981084,0,7.244,12.2438089
ORDX10534,2018-01-25,08:40:33,Breakfast,BK,"[('Eggs', 3), ('Coffee', 8), ('Cereal', 5)]",231.0,-37.809257,144.9607912,0,7.744,12.6324199
ORDB04222,2018-12-21,19:39:43,Dinner,TP,"[('Salmon', 7), ('Pasta', 3)]",369.5,-37.8146711,144.9376032,0,10.365,14.3261281
ORDJ03660,2018-12-11,19:29:34,Dinner,TP,"[('Salmon', 7), ('Fish&Chips', 5), ('Pasta', 3)]",544.5,-37.8202905,144.9576071,0,7.942,12.2469807
ORDI01782,2018-01-20,08:30:25,Breakfast,NS,"[('Coffee', 9), ('Cereal', 6)]",193.5,-37.8007247,144.972465,0,6.319,12.812149
ORDJ01353,2018-12-22,19:49:51,Dinner,TP,"[('Salmon', 5), ('Pasta', 3), ('Shrimp', 4)]",503.5,-37.8182245,144.9478046,0,9.126,15.3719229
ORDC01532,2018-03-07,10:01:41,Breakfast,NS,"[('Coffee', 9), ('Pancake', 6)]",213.0,-37.8191473,144.9847422,0,9.009,13.7613576
ORDB04623,2018-11-08,18:18:35,Dinner,TP,"[('Fish&Chips', 3), ('Shrimp', 5)]",375.0,-37.812708,144.9831015,0,9.299,13.112159
ORDK08382,2018-11-22,18:49:00,Dinner,BK,"[('Pasta', 1), ('Fish&Chips', 4), ('Shrimp', 4)]",383.5,-37.8132321,144.9313859,0,11.253,17.8479549
ORDA03937,2018-08-14,15:26:11,Lunch,BK,"[('Fries', 8), ('Chicken', 9), ('Steak', 7), ('Burger', 2), ('Salad', 3)]",812.6,-37.8230304,145.0001615,0,5.267,11.0800187
ORDA04411,2018-11-18,18:38:52,Dinner,BK,"[('Pasta', 1), ('Fish&Chips', 2), ('Salmon', 4)]",261.5,-37.8107177,145.0023388,0,3.926,13.5536561
ORDB09884,2018-10-30,17:58:18,Dinner,TP,"[('Shrimp', 7), ('Fish&Chips', 10)]",728.0,-37.8197721,144.9809341,0,8.852,12.2635958
ORDA03281,2018-12-04,19:09:17,Dinner,BK,"[('Pasta', 4), ('Fish&Chips', 5), ('Salmon', 3), ('Shrimp', 1)]",462.0,-37.813503,144.9802213,0,6.142,12.9431668
ORDZ00674,2018-10-19,17:38:01,Dinner,NS,"[('Shrimp', 1), ('Pasta', 6), ('Fish&Chips', 5)]",394.0,-37.8167024,144.9653289,0,8.373,14.829905
ORDC05802,2018-03-04,10:01:41,Breakfast,NS,"[('Coffee', 5), ('Cereal', 2), ('Eggs', 10)]",299.5,-37.8131224,145.0139936,0,10.862,18.0479262
ORDB04494,2018-02-17,09:31:16,Breakfast,TP,"[('Pancake', 8), ('Cereal', 10)]",404.0,-37.8252921,144.9821561,0,8.714,12.5289715
ORDI00350,2018-07-21,14:35:29,Lunch,NS,"[('Salad', 9), ('Burger', 1)]",185.8,-37.807841,144.938431,0,10.1,18.1225988
ORDY10007,2018-04-21,11:32:57,Breakfast,TP,"[('Eggs', 3), ('Coffee', 3), ('Pancake', 9)]",306.75,-37.8197069,144.9721401,0,7.94,11.711171
ORDZ05467,2018-09-24,16:47:19,Dinner,NS,"[('Salmon', 7), ('Shrimp', 2)]",395.0,-37.8169154,144.9881339,0,9.053,15.1288344
ORDC06832,2018-07-14,14:25:21,Lunch,NS,"[('Steak', 10), ('Chicken', 6), ('Burger', 3), ('Fries', 2)]",759.0,-37.816861,145.0081355,0,10.676,18.0315273
ORDK03963,2018-08-06,15:05:54,Lunch,BK,"[('Steak', 2), ('Chicken', 6), ('Fries', 10), ('Salad', 4)]",470.8,-37.8064746,144.9651665,0,7.291,13.8204993
ORDK07817,2018-03-16,10:21:58,Breakfast,BK,"[('Cereal', 8), ('Eggs', 6), ('Coffee', 1)]",307.5,-37.8002246,144.9582514,0,8.327,13.2395734
ORDZ03267,2018-11-24,18:49:00,Dinner,NS,"[('Fish&Chips', 1), ('Pasta', 9), ('Salmon', 1), ('Shrimp', 9)]",809.5,-37.8132262,144.9405711,0,9.609,17.780897
ORDK07851,2018-09-18,16:37:10,Dinner,BK,"[('Salmon', 2), ('Shrimp', 1), ('Pasta', 7)]",328.5,-37.824859,144.9473675,0,9.588,16.8938524
ORDK05560,2018-07-02,13:54:55,Lunch,BK,"[('Chicken', 7), ('Burger', 1)]",255.0,-37.8114948,144.9569647,0,8.037,14.1727554
ORDA02060,2018-05-16,12:23:39,Lunch,BK,"[('Fries', 8), ('Burger', 8), ('Steak', 3)]",479.0,-37.8080861,144.9708971,0,7.085,12.6473935
ORDX04714,2018-11-30,18:59:09,Dinner,BK,"[('Salmon', 9), ('Fish&Chips', 10)]",719.0,-37.8017216,145.004299,0,5.399,11.6415503
ORDC07983,2018-02-07,09:10:59,Breakfast,NS,"[('Coffee', 9), ('Pancake', 1)]",91.75,-37.8158663,144.9216363,0,10.905,15.9009983
ORDY01197,2018-10-04,17:07:36,Dinner,TP,"[('Pasta', 4), ('Fish&Chips', 4)]",250.0,-37.819477,145.0147958,0,12.042,15.7639846
ORDY07593,2018-03-11,10:11:49,Breakfast,TP,"[('Pancake', 6), ('Cereal', 5), ('Eggs', 4), ('Coffee', 3)]",361.0,-37.8046039,144.9631487,0,9.233,13.0837153
ORDB01968,2018-01-24,08:40:33,Breakfast,TP,"[('Cereal', 6), ('Eggs', 7)]",280.0,-37.8069209,145.001615,0,11.711,13.7978898
ORDX05942,2018-11-15,18:28:43,Dinner,BK,"[('Shrimp', 10), ('Fish&Chips', 7), ('Pasta', 1)]",812.5,-37.8037653,144.9564192,0,8.113,15.0180327
ORDA02145,2018-03-08,10:11:49,Breakfast,BK,"[('Eggs', 3), ('Coffee', 2)]",81.0,-37.8163429,144.965714,0,7.675,12.7679227
ORDZ06085,2018-05-25,12:43:56,Lunch,NS,"[('Burger', 10), ('Fries', 1), ('Steak', 1), ('Salad', 4), ('Chicken', 4)]",563.8,-37.8251275,144.9568527,0,9.726,14.9477283
ORDA08664,2018-07-08,14:15:12,Lunch,BK,"[('Steak', 7), ('Burger', 2), ('Fries', 2), ('Salad', 4), ('Chicken', 4)]",597.8,-37.8253428,144.9570314,0,8.857,17.7530409
ORDX01938,2018-01-30,08:50:42,Breakfast,BK,"[('Coffee', 2), ('Eggs', 6)]",147.0,-37.8092583,144.9523112,0,8.49,13.4460577
ORDJ04934,2018-07-26,14:45:38,Lunch,TP,"[('Burger', 2), ('Fries', 1), ('Steak', 3)]",209.0,-37.8062355,144.9335839,0,10.862,13.4051038
ORDJ09014,2018-02-12,09:21:07,Breakfast,TP,"[('Coffee', 3), ('Cereal', 6)]",148.5,-37.8053447,144.9288403,0,11.29,13.4428147
ORDA01067,2018-03-01,09:51:32,Breakfast,BK,"[('Eggs', 5), ('Coffee', 5), ('Pancake', 2), ('Cereal', 3)]",259.0,-37.8232412,144.9378876,0,10.361,15.4825312
ORDK08328,2018-07-27,14:45:38,Lunch,BK,"[('Salad', 8), ('Chicken', 4), ('Fries', 2), ('Burger', 4), ('Steak', 9)]",818.6,-37.8215318,144.9792292,0,7.14,13.2863814
ORDI01577,2018-09-02,16:06:45,Dinner,NS,"[('Pasta', 1), ('Shrimp', 5)]",297.5,-37.8134587,144.9655656,0,7.843,16.2318319
ORDX04534,2018-11-29,18:59:09,Dinner,BK,"[('Salmon', 8), ('Pasta', 1), ('Fish&Chips', 2), ('Shrimp', 7)]",803.5,-37.8096803,144.9726434,0,6.721,13.2088179
ORDJ04501,2018-07-30,14:55:46,Lunch,TP,"[('Burger', 4), ('Chicken', 3), ('Salad', 5)]",306.0,-37.8121405,144.9738872,0,8.776,12.2455904
ORDI03682,2018-12-26,19:49:51,Dinner,NS,"[('Fish&Chips', 1), ('Salmon', 9), ('Pasta', 9), ('Shrimp', 8)]",1083.5,-37.8031088,144.9634489,0,6.981,12.6346762
ORDC01352,2018-03-23,10:42:15,Breakfast,NS,"[('Coffee', 6), ('Cereal', 7), ('Pancake', 5)]",313.25,-37.8006576,144.9577659,0,7.306,12.7047204
ORDB09870,2018-12-17,19:39:43,Dinner,TP,"[('Pasta', 6), ('Shrimp', 10), ('Fish&Chips', 10), ('Salmon', 1)]",1096.0,-37.8073732,144.9503176,0,9.472,13.6593184
ORDY09111,2018-04-11,11:12:40,Breakfast,TP,"[('Pancake', 4), ('Cereal', 5)]",202.0,-37.8235797,144.9673879,0,7.843,10.740807
ORDA06071,2018-01-17,08:30:25,Breakfast,BK,"[('Pancake', 6), ('Coffee', 4), ('Cereal', 9), ('Eggs', 8)]",540.5,-37.8065126,144.9560538,1,8.105,6.508291
ORDA02729,2018-07-15,14:25:21,Lunch,BK,"[('Steak', 9), ('Burger', 4), ('Chicken', 1), ('Fries', 7), ('Salad', 6)]",748.2,-37.8172963,144.9879749,0,5.918,14.211861
ORDB09168,2018-01-15,08:20:16,Breakfast,TP,"[('Eggs', 7), ('Coffee', 4)]",184.0,-37.8261993,144.9950706,1,10.05,6.520229
ORDY08805,2018-09-12,16:27:02,Dinner,TP,"[('Pasta', 7), ('Salmon', 4), ('Shrimp', 5)]",626.5,-37.8215382,144.9671453,0,7.933,12.240936
ORDX07469,2018-03-23,10:42:15,Breakfast,BK,"[('Pancake', 9), ('Eggs', 5), ('Coffee', 6), ('Cereal', 8)]",541.25,-37.8153883,144.9280707,0,11.753,16.8986416
ORDJ07166,2018-04-11,11:12:40,Breakfast,TP,"[('Eggs', 3), ('Cereal', 9)]",255.0,-37.8027925,144.9468256,0,10.133,13.2436237
ORDZ10954,2018-11-09,18:18:35,Dinner,NS,"[('Shrimp', 4), ('Fish&Chips', 6), ('Pasta', 2), ('Salmon', 6)]",727.0,-37.8169015,144.9706053,0,8.357,14.5877381
ORDX05174,2018-08-02,15:05:54,Lunch,BK,"[('Fries', 5), ('Steak', 5), ('Chicken', 3)]",381.0,-37.8003059,144.9828231,0,6.553,12.416336
ORDA08823,2018-11-06,18:18:35,Dinner,BK,"[('Shrimp', 8), ('Fish&Chips', 3), ('Pasta', 8), ('Salmon', 9)]",1126.0,-37.8093687,144.9607656,0,7.74,14.2274258
ORDZ03425,2018-03-19,10:32:06,Breakfast,NS,"[('Coffee', 5), ('Eggs', 3), ('Cereal', 10)]",313.5,-37.8153034,144.9519421,0,8.805,14.3144365
ORDC05702,2018-04-01,10:52:23,Breakfast,NS,"[('Cereal', 8), ('Coffee', 7), ('Eggs', 7), ('Pancake', 4)]",471.5,-37.8201805,144.980577,0,9.556,16.744959
ORDY08335,2018-12-08,19:19:26,Dinner,TP,"[('Pasta', 4), ('Fish&Chips', 2), ('Salmon', 9), ('Shrimp', 9)]",1035.0,-37.8209271,144.9475738,0,8.973,14.9963988
ORDX10197,2018-09-06,16:06:45,Dinner,BK,"[('Shrimp', 2), ('Fish&Chips', 5), ('Pasta', 7)]",475.5,-37.7998732,144.9541422,0,8.668,15.1945506
ORDC07698,2018-05-06,12:03:22,Lunch,NS,"[('Chicken', 8), ('Steak', 8), ('Salad', 4)]",684.8,-37.8081247,144.9344576,0,10.069,17.5336538
ORDK00721,2018-05-14,12:23:39,Lunch,BK,"[('Chicken', 9), ('Fries', 2), ('Steak', 4), ('Salad', 8), ('Burger', 6)]",815.6,-37.8200039,144.9582082,0,8.295,14.524473
ORDX09484,2018-11-14,18:28:43,Dinner,BK,"[('Fish&Chips', 10), ('Salmon', 4)]",514.0,-37.8141608,145.014446,0,3.717,9.9330582
ORDY04885,2018-09-17,16:37:10,Dinner,TP,"[('Pasta', 6), ('Shrimp', 5)]",435.0,-37.8202311,144.9699743,0,7.727,11.996635
ORDJ08995,2018-11-15,18:28:43,Dinner,TP,"[('Shrimp', 5), ('Fish&Chips', 2), ('Salmon', 8)]",668.0,-37.8240961,144.9603545,0,8.407,12.8608902
ORDA00388,2018-05-08,12:13:31,Lunch,BK,"[('Chicken', 1), ('Salad', 8)]",169.6,-37.8246643,144.9429264,0,9.879,15.9030388
ORDZ06322,2018-09-18,16:37:10,Dinner,NS,"[('Salmon', 3), ('Shrimp', 5), ('Pasta', 5)]",530.5,-37.8127424,144.9434419,0,9.277,15.2748685
ORDJ03402,2018-11-14,18:28:43,Dinner,TP,"[('Shrimp', 4), ('Salmon', 5)]",421.0,-37.8145441,145.0141839,0,12.287,15.9833164
ORDB06761,2018-02-06,09:10:59,Breakfast,TP,"[('Eggs', 6), ('Pancake', 3)]",204.75,-37.8246287,144.9884774,0,9.193,11.8175909
ORDY08241,2018-02-24,09:41:24,Breakfast,TP,"[('Pancake', 8), ('Cereal', 6), ('Eggs', 9)]",518.0,-37.809817,144.9729539,0,9.031,12.9917126
ORDX07379,2018-06-11,13:14:21,Lunch,BK,"[('Burger', 10), ('Salad', 4)]",378.8,-37.8104827,145.0089843,0,3.442,9.3991744
ORDB08334,2018-06-01,12:54:05,Lunch,TP,"[('Chicken', 1), ('Burger', 9), ('Steak', 3), ('Salad', 7), ('Fries', 1)]",578.4,-37.8210947,144.9268047,0,10.741,13.9196294
ORDZ05505,2018-05-15,12:23:39,Lunch,NS,"[('Burger', 10), ('Salad', 6), ('Fries', 1), ('Steak', 7)]",740.2,-37.8024871,145.0051415,0,9.462,14.6882682
ORDY05735,2018-07-31,14:55:46,Lunch,TP,"[('Salad', 10), ('Burger', 3), ('Fries', 5), ('Chicken', 10), ('Steak', 5)]",870.0,-37.8027583,145.0024573,0,11.886,14.9609066
ORDA03469,2018-10-26,17:48:10,Dinner,BK,"[('Fish&Chips', 7), ('Pasta', 9), ('Salmon', 4), ('Shrimp', 8)]",1088.5,-37.8094765,144.9638006,0,7.388,14.2508485
ORDY09118,2018-11-13,18:28:43,Dinner,TP,"[('Pasta', 9), ('Fish&Chips', 3)]",352.5,-37.8209574,144.9428011,0,9.368,13.7514024
ORDZ07565,2018-04-01,10:52:23,Breakfast,NS,"[('Pancake', 9), ('Coffee', 9)]",285.75,-37.8201805,144.980577,0,9.556,16.7068869
ORDZ10665,2018-08-13,15:26:11,Lunch,NS,"[('Chicken', 1), ('Fries', 5), ('Salad', 9), ('Burger', 1), ('Steak', 6)]",547.8,-37.8250475,144.9705695,0,9.194,14.1061668
ORDY10675,2018-01-11,08:10:08,Breakfast,TP,"[('Cereal', 9), ('Coffee', 9)]",256.5,-37.8064247,144.9571922,1,9.312,6.1390578
ORDX06028,2018-01-01,08:00:00,Breakfast,BK,"[('Coffee', 2), ('Pancake', 6), ('Cereal', 7), ('Eggs', 6)]",439.5,-37.824402,144.9630551,1,8.526,6.3555273
ORDC07154,2018-01-25,08:40:33,Breakfast,NS,"[('Eggs', 5), ('Pancake', 10), ('Cereal', 3)]",415.5,-37.8112627,144.9618758,0,7.725,12.4093491
ORDK06825,2018-05-11,12:13:31,Lunch,BK,"[('Salad', 1), ('Chicken', 6), ('Steak', 7), ('Burger', 1), ('Fries', 8)]",651.2,-37.8244454,145.0098856,0,4.914,10.4686092
ORDB06418,2018-02-23,09:41:24,Breakfast,TP,"[('Eggs', 8), ('Cereal', 2)]",218.0,-37.8066559,144.9327335,0,10.992,13.36005
ORDJ08060,2018-10-31,17:58:18,Dinner,TP,"[('Fish&Chips', 1), ('Salmon', 4), ('Pasta', 7), ('Shrimp', 10)]",931.5,-37.821195,144.9626465,0,7.376,11.5516193
ORDI08806,2018-09-13,16:27:02,Dinner,NS,"[('Pasta', 7), ('Salmon', 4)]",356.5,-37.807637,144.9426125,0,9.353,15.2812141
ORDI05112,2018-03-21,10:32:06,Breakfast,NS,"[('Pancake', 9), ('Eggs', 4), ('Coffee', 1), ('Cereal', 6)]",439.75,-37.8120457,144.9594573,0,7.968,13.478621
ORDA03409,2018-04-01,10:52:23,Breakfast,BK,"[('Cereal', 3), ('Eggs', 2), ('Pancake', 10)]",349.5,-37.8185145,144.9540726,0,8.736,16.143255
ORDJ03116,2018-02-08,09:10:59,Breakfast,TP,"[('Coffee', 8), ('Eggs', 4), ('Pancake', 1), ('Cereal', 4)]",256.25,-37.8224318,144.9790292,0,8.471,11.0560444
